elsoura,meaning,elgoz2,text,elsoura2
سورة البقرة,يا بني يعقوب عليه السلام,الجزء الاول,يبني إسرءيل ,سورة البقرة
سورة البقرة,اذكروا فضلي,الجزء الاول,اذكروا نعمتي,سورة البقرة
سورة البقرة,الذي تفضلت به عليكم,الجزء الاول,التي أنعمت عليكم,سورة البقرة
سورة البقرة,وأني فضلتكم في عهد آبائكم,الجزء الاول,وأني فضلتكم ,سورة البقرة
سورة البقرة,على جميع أهل زمانهم,الجزء الاول,على العلمين,سورة البقرة
سورة البقرة,وخافوا واحذروا يوما,الجزء الاول,واتقوا يوما ,سورة البقرة
سورة البقرة,لا تدفع ولا تتحمل نفس عن نفس شيء,الجزء الاول,لا تجزي نفس عن نفسٖ شئا,سورة البقرة
سورة البقرة,ولا يقبل منها وساطة,الجزء الاول,ولا يقبل منها شفعة ,سورة البقرة
سورة البقرة,ولا يؤخذ منها فداء,الجزء الاول,ولا يؤخذ منها عدل ,سورة البقرة
سورة البقرة,وهم لا يجدون ناصرا يرد عنهم ما يراد بهم من العذاب,الجزء الاول,ولا هم ينصرون ,سورة البقرة
سورة البقرة,واذكروا إذ نجينا آباءكم,الجزء الاول,وإذ نجينكم ,سورة البقرة
سورة البقرة,من فرعون وملإه,الجزء الاول,من ءال فرعون ,سورة البقرة
سورة البقرة,يذيقونكم,الجزء الاول,يسومونكم ,سورة البقرة
سورة البقرة,أسوأ العذاب,الجزء الاول,سوء العذاب ,سورة البقرة
سورة البقرة,يذبحون الذكران من أولادكم,الجزء الاول,يذبحون أبناءكم ,سورة البقرة
سورة البقرة,ويستبقون الإناث منهم,الجزء الاول,ويستحيون نساءكم,سورة البقرة
سورة البقرة,وفي ذلكم اختبار وامتحان,الجزء الاول,وفي ذلكم بلاء ,سورة البقرة
سورة البقرة,من مالككم ومدبر أمركم,الجزء الاول,من ربكم ,سورة البقرة
سورة البقرة,كبير,الجزء الاول,عظيم   ,سورة البقرة
سورة البقرة,واذكروا إذ فصلنا وشطرنا بكم البحر,الجزء الاول,وإذ فرقنا بكم البحر ,سورة البقرة
سورة البقرة,فخلصناكم,الجزء الاول,فأنجينكم ,سورة البقرة
سورة البقرة,وأغرقنا فرعون وملأه,الجزء الاول,وأغرقنا ءال فرعون ,سورة البقرة
سورة البقرة,وأنتم تشاهدون,الجزء الاول,وأنتم تنظرون,سورة البقرة
سورة البقرة,واذكروا إذ واعدنا موسى أربعين ليلة,الجزء الاول,وإذ وعدنا موسى أربعين ليلة,سورة البقرة
سورة البقرة,ثم عبدتم العجل من بعده,الجزء الاول,ثم اتخذتم العجل من بعده,سورة البقرة
سورة البقرة,وأنتم متعدون,الجزء الاول,وأنتم ظلمون ,سورة البقرة
سورة البقرة,ثم تجاوزنا عنكم من بعد ذلك,الجزء الاول,ثم عفونا عنكم من بعد ذلك,سورة البقرة
سورة البقرة,لعلكم تؤدون شكر نعمنا عليكم,الجزء الاول,لعلكم تشكرون ,سورة البقرة
سورة البقرة,واذكروا إذ أعطينا موسى,الجزء الاول,وإذ ءاتينا موسى ,سورة البقرة
سورة البقرة,التوراة,الجزء الاول,الكتب ,سورة البقرة
سورة البقرة,والشرع الفارق بين الحلال والحرام والحق والباطل,الجزء الاول,والفرقان ,سورة البقرة
سورة البقرة,لعلكم ترشدون,الجزء الاول,لعلكم تهتدون,سورة البقرة
سورة البقرة,واذكروا إذ قال موسى لقومه,الجزء الاول,وإذ قال موسى لقومه,سورة البقرة
سورة البقرة,يا قوم إنكم جرتم على أنفسكم,الجزء الاول,يقوم إنكم ظلمتم أنفسكم,سورة البقرة
سورة البقرة,بعبادتكم العجل,الجزء الاول,باتخاذكم العجل,سورة البقرة
سورة البقرة,فارجعوا بالتوبة,الجزء الاول,فتوبوا,سورة البقرة
سورة البقرة,إلى موجدكم وخالقكم,الجزء الاول,إلى بارئكم,سورة البقرة
سورة البقرة,فليقتل البريء منكم الجائر,الجزء الاول,فاقتلوا أنفسكم,سورة البقرة
سورة البقرة,ذلكم القتل خير لكم عند موجدكم وخالقكم,الجزء الاول,ذلكم خير لكم عند بارئكم,سورة البقرة
سورة البقرة,فقبل توبتكم,الجزء الاول,فتاب عليكم,سورة البقرة
سورة البقرة,إنه هو الكثير القبول للتوبة,الجزء الاول,إنه هو التواب ,سورة البقرة
سورة البقرة,ذو الرحمة الدائمة بعباده المؤمنين,الجزء الاول,الرحيم,سورة البقرة
سورة البقرة,واذكروا إذ قلتم,الجزء الاول,وإذ قلتم,سورة البقرة
سورة البقرة,يا موسى لن نصدقك,الجزء الاول,يموسى لن نؤمن لك,سورة البقرة
سورة البقرة,حتى نرى الله عيانا,الجزء الاول,حتى نرى الله جهرة,سورة البقرة
سورة البقرة,فضربتكم الصاعقة,الجزء الاول,فأخذتكم الصعقة,سورة البقرة
سورة البقرة,وأنتم تشاهدون,الجزء الاول,وأنتم تنظرون,سورة البقرة
سورة البقرة,ثم أحييناكم,الجزء الاول,ثم بعثنكم ,سورة البقرة
سورة البقرة,من بعد وفاتكم,الجزء الاول,من بعد موتكم,سورة البقرة
سورة البقرة,لعلكم تؤدون شكرنا بطاعتنا,الجزء الاول,لعلكم تشكرون,سورة البقرة
سورة البقرة,وجعلنا لكم من الغمام ظلا,الجزء الاول,وظللنا عليكم الغمام ,سورة البقرة
سورة البقرة,وأنزلنا عليكم المن وهو مادة صمغية حلوة كالعسل,الجزء الاول,وأنزلنا عليكم المن ,سورة البقرة
سورة البقرة,والسلوى وهو طائر السماني أو طائر يشبهه,الجزء الاول,والسلوى,سورة البقرة
سورة البقرة,اطعموا,الجزء الاول,كلوا ,سورة البقرة
سورة البقرة,من طيبات ما أعطيناكم من الرزق,الجزء الاول,من طيبت ما رزقنكم,سورة البقرة
سورة البقرة,وما تعدوا علينا,الجزء الاول,وما ظلمونا ,سورة البقرة
سورة البقرة,ولكن كانوا على أنفسهم يتعدون,الجزء الاول,ولكن كانوا أنفسهم يظلمون,سورة البقرة
سورة البقرة,واذكروا إذ قلنا لهم بعد خروجهم من التيه,الجزء الاول,وإذ قلنا ,سورة البقرة
سورة البقرة,ادخلوا هذه القرية وهي قرية بيت المقدس,الجزء الاول,ادخلوا هذه القرية ,سورة البقرة
سورة البقرة,فاطعموا منها,الجزء الاول,فكلوا منها,سورة البقرة
سورة البقرة,من حيث أردتم,الجزء الاول,حيث شئتم,سورة البقرة
سورة البقرة,طعاما واسعا هنيئا,الجزء الاول,رغدا,سورة البقرة
سورة البقرة,وادخلوا الباب منحنين,الجزء الاول,وادخلوا الباب سجدا,سورة البقرة
سورة البقرة,وقولوا احطط عنا يا مالكنا ومدبر أمرنا خطايانا,الجزء الاول,وقولوا حطة,سورة البقرة
سورة البقرة,نستر,الجزء الاول,نغفر,سورة البقرة
